DESCRIPTION:WA
01.07.2015
Medicare Item
Number	AMA Item
Number	1 July 2015 Medicare Schedule Fee	Medical Gap Scheme
Benefit
(Including
Medicare Benefit)	Medical Gap Scheme %
31245	EN050	369.00	526.15	
31250	EN055	369.00	526.15	
31255	EN060	221.35	315.60	
31256		221.35	315.60	
31257		221.35	315.60	
31258		221.35	315.60	
31260	EN065	315.65	450.05	
31261		315.65	450.05	
31262		315.65	450.05	
31263		315.65	450.05	
31265	EN070	184.50	263.10	
31266		184.50	263.10	
31267		184.50	263.10	
31268		184.50	263.10	
31270	EN075	258.25	368.20	
31271		258.25	368.20	
31272		258.25	368.20	
31273		258.25	368.20	
31275	EN080	299.25	426.70	
31276		299.25	426.70	
31277		299.25	426.70	
31278		299.25	426.70	
31280	EN085	155.85	222.20	
31281		156.40	223.00	
31282		156.40	223.00	
31283		156.40	223.00	
31285	EN090	212.95	303.65	
31286		212.95	303.65	
31287		212.95	303.65	
31288		212.95	303.65	
31290	EN095	245.90	350.65	
31291		245.90	350.65	
31292		245.90	350.65	
31293		245.90	350.65	
31295		292.85	417.55	
31300	EN105	319.90	456.15	
31305	EN110	393.50	561.05	
31310	EN115	278.65	397.35	
31315	EN120	352.50	502.60	
31320	EN125	393.50	561.05	
31325	EN130	270.55	385.80	
31330	EN135	319.90	456.15	
31335	EN140	369.00	526.15	
31340	EN145	0.00	0.00	142.420%
31345	EN150	210.95	300.80	
31346		210.95	300.80	
31350	EN155	433.35	617.90	
31355	EN160	714.45	1018.70	
31400	EO005	261.05	372.25	
32003	EP015	1078.80	1516.35	
32004	EP025	1150.35	1616.95	
32005	EP035	1299.55	1826.65	
32006	EP045	1150.35	1616.95	
32009	EP055	1364.60	1918.10	
32012	EP065	1507.40	2118.80	
32015	EP075	1852.50	2603.85	
32018	EP085	1570.85	2208.00	
32021	EP095	563.30	791.75	
32023		555.35	780.60	
32024	EP105	1364.60	1918.10	
32025	EP115	1825.30	2565.60	
32026	EP125	1965.65	2762.90	
32028	EP135	2106.20	2960.50	
32029	EP145	421.20	592.05	
32030	EP155	1031.35	1449.70	
32033	EP165	1507.40	2118.80	
32036	EP175	1911.80	2687.20	
32039	EP185	1535.05	2157.65	
32042	EP195	1293.15	1817.65	
32045	EP205	483.95	680.25	
32046	EP215	747.90	1051.25	
32047	EP225	871.30	1224.70	
32051	EP245	2316.60	3256.20	
32054	EP255	2126.20	2988.60	
32057	EP265	563.30	791.75	
32060	EP275	2316.60	3256.20	
32063	EP285	2126.20	2988.60	
32066	EP295	563.30	791.75	
32069	EP305	1713.65	2408.70	
32072	EP315	47.85	67.25	
32075	EP325	75.05	105.45	
32078	EP335	168.55	236.90	
32081	EP345	231.45	325.35	
32084	EP355	111.35	156.50	
32087	EP365	204.70	287.75	
32090	EP375	334.35	469.95	
32093	EP385	469.20	659.55	
32094	EP395	551.85	775.70	
32095	EP405	127.80	179.60	
32096	EP415	256.95	361.20	
32099	EP425	333.20	468.35	
32102	EP435	634.70	892.15	
32103		772.30	1085.50	
32104		999.65	1405.10	
32105	EP445	483.95	680.25	
32106		1364.60	1918.10	
32108	EP455	999.65	1405.10	
32111	EP465	634.70	892.15	
32112	EP475	772.30	1085.50	
32114	EP485	174.45	245.25	
32115	EP490	126.85	178.30	
32117	EP495	999.65	1405.10	
32120	EP505	256.95	361.20	
32708	EQ420	1421.35	2127.55	
32710	EQ430	1579.30	2364.00	
32711	EQ440	1737.25	2600.40	
32712	EQ450	1255.80	1879.75	
32715	EQ460	1255.80	1879.75	
32718	EQ470	1188.20	1778.55	
32721	EQ480	1887.35	2825.10	
32724	EQ490	2143.10	3207.90	
32730	EQ500	1624.30	2431.35	
32733	EQ510	1887.35	2825.10	
32736	EQ520	413.55	619.05	
32739	EQ530	1293.40	1936.00	
32742	EQ540	1481.50	2217.60	
32745	EQ550	1691.95	2532.60	
32748	EQ560	1834.80	2746.45	
32751	EQ570	1188.20	1778.55	
32754	EQ580	1481.50	2217.60	
32757	EQ590	413.55	619.05	
32760	EQ600	406.05	607.80	
32763	EQ610	1188.20	1778.55	
32766	EQ620	789.65	1182.00	
32769	EQ630	273.65	409.65	
33050	ER005	1455.30	2178.40	
33055	ER015	1167.05	1746.90	
33070	ER025	842.00	1260.40	
33075	ER035	1071.05	1603.20	
33080	ER045	1307.45	1957.05	
33100	ER055	1436.30	2149.95	
33103	ER065	2015.30	3016.65	
33109	ER085	2436.50	3647.10	
33112	ER095	2113.10	3163.00	
33115	ER105	1421.35	2127.55	
33116	ER110	1399.00	2094.10	
33118	ER115	1579.30	2364.00	
33119	ER120	1554.55	2326.95	
33121	ER125	1737.25	2600.40	
33124	ER135	1210.80	1812.40	
33127	ER145	1586.75	2375.15	
33130	ER155	1383.65	2071.15	
33133	ER165	1037.65	1553.20	
33136	ER175	2616.75	3916.90	
33139	ER185	1586.75	2375.15	
33142	ER195	1481.50	2217.60	
33145	ER205	2549.20	3815.80	
33148	ER215	3165.80	4738.75	
33151	ER225	3007.90	4502.40	
33154	ER235	2225.90	3331.85	
33157	ER245	2481.50	3714.45	
33160	ER255	2481.50	3714.45	
33163	ER265	2105.70	3151.95	
33166	ER275	2105.70	3151.95	
33169	ER285	1639.35	2453.90	
33172	ER295	1278.35	1913.50	
33175	ER305	1178.10	1763.45	
34148	EW165	1436.30	2149.95	
34151	EW175	1962.65	2937.80	
34154	EW185	2338.75	3500.80	
34157	EW195	1188.20	1778.55	
34160	EW205	2225.90	3331.85	
34163	EW215	2857.55	4277.35	
34166	EW225	2857.55	4277.35	
34169	EW235	1586.75	2375.15	
34172	EW245	1293.40	1936.00	
34175	EW255	1188.20	1778.55	
34500	EW600	308.40	461.60	
34503	EW610	413.55	619.05	
34506	EW620	210.45	315.00	
34509	EW630	977.55	1463.25	
34512	EW640	1075.40	1609.75	
34515	EW650	767.00	1148.10	
34518	EW660	1285.75	1924.55	
34521	EW670	789.95	1182.45	
34524	EW680	413.55	619.05	
34527	EW690	551.60	825.70	
34528	EW700	272.40	407.75	
34530	EW710	204.25	305.75	
34533	EW720	1240.65	1857.05	
34538		272.40	407.75	
34539		204.25	305.75	
34800	EX050	812.15	1215.65	
34803	EX060	1789.85	2679.20	
34806	EX070	970.05	1452.00	
34809	EX080	970.05	1452.00	
34812	EX090	1173.05	1755.90	
34815	EX100	970.05	1452.00	
34818	EX110	1067.80	1598.30	
34821	EX120	1451.45	2172.60	
34824	EX130	496.30	742.90	
34827	EX140	601.65	900.60	
34830	EX150	707.00	1058.30	
34833	EX160	917.40	1373.25	
35000	FA100	707.00	1058.30	
35003	FA110	917.40	1373.25	
35006	FA120	1150.55	1722.20	
35009	FA130	894.75	1339.35	
