DESCRIPTION: LINE 2 IS THE HEADER; LINE 3 IS START_DATE; THE FOLLOWING LINES: FEES LIST; THE COLUMNS ARE SEPARATED BY TAB
MBS	MBS Fee (Jan 2015)	AHSA $ Benefit	AHSA % Benefit
63073	$403.20		100.00 
63074	$168.00		100.00 
63075	$179.20		100.00 
63076	$201.60		100.00 
63077	$201.60		100.00 
63078	$201.60		100.00 
63079	$201.60		100.00 
63080	$201.60		100.00 
63081	$201.60		100.00 
63082	$201.60		100.00 
63083	$201.60		100.00 
63084	$201.60		100.00 
63085	$201.60		100.00 
63101	$492.80		100.00 
63104	$246.40		100.00 
63111	$492.80		100.00 
63114	$492.80		100.00 
63117	$246.40		100.00 
63119	$246.40		100.00 
63125	$492.80		100.00 
63128	$492.80		100.00 
63131	$492.80		100.00 
63134	$246.40		100.00 
63135	$246.40		100.00 
63136	$246.40		100.00 
63151	$358.40		100.00 
63154	$358.40		100.00 
63157	$179.20		100.00 
63158	$179.20		100.00 
63161	$358.40		100.00 
63164	$358.40		100.00 
63167	$358.40		100.00 
63170	$358.40		100.00 
63173	$358.40		100.00 
63176	$358.40		100.00 
63179	$358.40		100.00 
63182	$358.40		100.00 
63185	$358.40		100.00 
63186	$179.20		100.00 
63187	$179.20		100.00 
63188	$179.20		100.00 
63189	$179.20		100.00 
63190	$179.20		100.00 
63191	$179.20		100.00 
63192	$179.20		100.00 
63193	$179.20		100.00 
63194	$179.20		100.00 
63201	$448.00		100.00 
63204	$448.00		100.00 
63207	$224.00		100.00 
63208	$224.00		100.00 
63219	$448.00		100.00 
63222	$448.00		100.00 
63225	$448.00		100.00 
63228	$448.00		100.00 
63231	$448.00		100.00 
63234	$448.00		100.00 
63237	$448.00		100.00 
63240	$448.00		100.00 
63243	$448.00		100.00 
63257	$224.00		100.00 
63258	$224.00		100.00 
63259	$224.00		100.00 
63260	$224.00		100.00 
63261	$224.00		100.00 
63262	$224.00		100.00 
63263	$224.00		100.00 
63264	$224.00		100.00 
63265	$224.00		100.00 
63271	$492.80		100.00 
63274	$492.80		100.00 
63277	$492.80		100.00 
63280	$492.80		100.00 
63282	$246.40		100.00 
63283	$246.40		100.00 
63284	$246.40		100.00 
63285	$246.40		100.00 
63301	$380.80		100.00 
63304	$380.80		100.00 
63307	$380.80		100.00 
63310	$190.40		100.00 
63311	$190.40		100.00 
63313	$190.40		100.00 
63322	$403.20		100.00 
63325	$403.20		100.00 
63328	$403.20		100.00 
63331	$403.20		100.00 
63334	$336.00		100.00 
63337	$448.00		100.00 
63340	$403.20		100.00 
63341	$201.60		100.00 
63342	$201.60		100.00 
63343	$201.60		100.00 
63345	$201.60		100.00 
63346	$168.00		100.00 
63347	$224.00		100.00 
63348	$201.60		100.00 
63361	$403.20		100.00 
63364	$201.60		100.00 
63385	$448.00		100.00 
63388	$448.00		100.00 
63391	$403.20		100.00 
63392	$224.00		100.00 
63393	$224.00		100.00 
63394	$201.60		100.00 
63401	$403.20		100.00 
63404	$403.20		100.00 
63407	$201.60		100.00 
63408	$201.60		100.00 
63416	$403.20		100.00 
63419	$201.60		100.00 
63425	$403.20		100.00 
63428	$403.20		100.00 
63432	$201.60		100.00 
63433	$201.60		100.00 
63440	$403.20		100.00 
63443	$403.20		100.00 
63446	$403.20		100.00 
63447	$201.60		100.00 
63448	$201.60		100.00 
63449	$201.60		100.00 
63455	$179.20		100.00 
63457	$345.00		100.00 
63458	$345.00		100.00 
63461	$358.40		100.00 
63464	$690.00		100.00 
63467	$690.00		100.00 
63470	$403.20		100.00 
63473	$627.20		100.00 
63476	$403.20		100.00 
63479	$201.60		100.00 
63481	$313.60		100.00 
63482	$403.20		100.00 
63484	$201.60		100.00 
63486	$201.60		100.00 
63491	$44.80		100.00 
63494	$44.80		100.00 
63497	$156.80		100.00 
63507	$403.20		100.00 
63508	$201.60		100.00 
63510	$448.00		100.00 
63511	$224.00		100.00 
63513	$403.20		100.00 
63514	$201.60		100.00 
63516	$403.20		100.00 
63517	$201.60		100.00 
63519	$403.20		100.00 
63520	$201.60		100.00 
63522	$448.00		100.00 
63523	$224.00		100.00 
63551	$403.20		100.00 
63552	$201.60		100.00 
63554	$358.40		100.00 
63555	$179.20		100.00 
63557	$492.80		100.00 
63558	$246.40		100.00 
63560	$403.20		100.00 
63561	$201.60		100.00 
63584	$403.20		100.00 
63585	$358.40		100.00 
63586	$492.80		100.00 
63587	$403.20		100.00 
63740	$457.20		100.00 
63741	$265.25		100.00 
63743	$403.20		100.00 
63744	$228.60		100.00 
63746	$132.65		100.00 
63747	$201.60		100.00 
75001	$85.55	$110.00	
75004	$43.00	$55.20	
75006	$76.25	$98.20	
75009	$68.15	$87.50	
75012	$108.05	$139.00	
75015	$148.55	$191.10	
75018	$189.25	$243.50	
75021	$232.05	$298.60	
75023	$46.45	$59.70	
75024	$600.10	$772.30	
75027	$822.90	$1,059.20	
75030	$732.70	$943.00	
75033	$1,200.95	$1,545.80	
75034	$611.25	$786.60	
75036	$1,658.75	$2,134.80	
75037	$2,089.15	$2,688.90	
75039	$555.25	$714.70	
75042	$207.55	$267.40	
75045	$1,111.55	$1,430.50	
75048	$285.05	$366.80	
75049	$333.60	$429.50	
75050	$644.05	$829.00	
75051	$988.65	$1,272.40	
75150	$85.55	$110.00	
75153	$43.00	$55.20	
75156	$76.25	$98.20	
75200	$54.90	$70.40	
75203	$82.45	$106.50	
75206	$27.35	$35.00	
75400	$164.75	$212.00	
75403	$189.25	$243.50	
75406	$215.65	$277.60	
75409	$244.25	$314.50	
75412	$136.40	$175.60	
75415	$164.75	$212.00	
75600	$232.05	$298.60	
75603	$272.75	$350.90	
75606	$272.75	$350.90	
75609	$407.15	$524.10	
75612	$503.85	$648.40	
75615	$186.50	$240.20	
75618	$231.60	$297.90	
75621	$231.60	$297.90	
75800	$82.45	$106.50	
75803	$329.75	$424.20	
75806	$386.75	$497.70	
75809	$457.95	$589.20	
75812	$508.85	$655.10	
75815	$620.90	$799.10	
75818	$732.70	$943.00	
75821	$590.15	$759.50	
75824	$681.80	$877.60	
75827	$783.75	$1,008.70	
75830	$865.10	$1,113.30	
75833	$1,058.35	$1,362.10	
75836	$1,211.05	$1,558.50	
75839	$27.35	$35.00	
75842	$40.75	$52.50	
75845	$203.65	$262.00	
75848	$244.25	$314.50	
75851	$122.15	$157.30	
75854	$122.15	$157.30	
82105	$32.30	$34.40	
82110	$53.40	$56.90	
82120	$753.30	$1,267.40	
82125	$753.30	$1,267.40	
82130	$53.40	$75.90	
82135	$78.50	$111.50	
