DESCRIPTION: LINE 2 IS THE HEADER; LINE 3 IS START_DATE; THE FOLLOWING LINES: FEES LIST; THE COLUMNS ARE SEPARATED BY TAB
MBS	MBS Fee (Jan 2015)	AHSA $ Benefit	AHSA % Benefit
35602	$674.50	$1,010.90	
35605	$365.95	$538.80	
35608	$64.00	$95.70	
35611	$64.00	$94.50	
35612	$506.00	$758.60	
35613	$404.80	$606.60	
35614	$63.90	$95.60	
35615	$53.70	$80.30	
35616	$449.60	$673.90	
35617	$173.70	$260.70	
35618	$218.00	$327.00	
35620	$53.35	$79.90	
35622	$602.45	$887.00	
35623	$819.25	$1,206.20	
35626	$82.80	$122.00	
35627	$107.15	$160.60	
35630	$183.00	$274.30	
35633	$218.00	$327.00	
35634	$685.70	$1,027.50	
35635	$299.45	$448.80	
35636	$433.00	$648.70	
35637	$406.65	$609.40	
35638	$711.50	$1,066.20	
35639	$134.90	$198.90	
35640	$183.00	$274.30	
35641	$1,242.65	$1,861.70	
35643	$218.00	$327.00	
35644	$203.65	$299.70	
35645	$318.70	$469.30	
35646	$203.65	$305.20	
35647	$203.65	$305.20	
35648	$318.70	$477.60	
35649	$536.00	$789.10	
35653	$674.70	$993.60	
35657	$674.70	$993.60	
35658	$416.05	$623.30	
35661	$871.30	$1,282.90	
35664	$1,452.20	$2,138.10	
35667	$1,234.25	$1,817.30	
35670	$1,016.30	$1,496.40	
35673	$757.80	$1,115.70	
35674	$207.85	$306.00	
35676	$425.00	$637.30	
35677	$536.00	$789.10	
35678	$646.25	$951.60	
35680	$582.05	$872.50	
35683	$351.30	$526.40	
35684	$471.15	$706.30	
35687	$325.20	$478.80	
35688	$397.25	$595.30	
35691	$158.70	$234.00	
35694	$637.70	$938.90	
35697	$946.20	$1,392.90	
35700	$730.05	$1,074.80	
35703	$67.50	$99.30	
35706	$67.50	$101.00	
35709	$43.50	$65.30	
35710	$463.30	$694.40	
35712	$362.15	$542.90	
35713	$452.85	$666.80	
35716	$434.35	$651.00	
35717	$545.30	$802.80	
35720	$674.50	$993.10	
35723	$483.10	$711.40	
35726	$483.10	$711.40	
35729	$217.80	$320.90	
35750	$784.60	$1,176.20	
35753	$867.60	$1,277.50	
35754	$1,091.90	$1,607.50	
35756	$784.60	$1,155.10	
35759	$563.30	$829.40	
36500	$924.70	$1,163.50	
36502	$683.90	$860.70	
36503	$1,391.15	$1,750.40	
36506	$924.70	$1,163.50	
36509	$782.95	$985.30	
36516	$924.70	$1,332.10	
36519	$1,291.10	$1,624.60	
36522	$1,107.95	$1,394.10	
36525	$1,574.45	$1,981.20	
36526	$1,291.10	$1,747.80	
36527	$1,593.40	$2,156.70	
36528	$1,291.10	$1,777.40	
36529	$1,593.40	$2,195.10	
36531	$1,157.85	$1,457.10	
36532	$1,661.85	$2,091.60	
36533	$1,964.15	$2,471.40	
36537	$691.40	$870.10	
36540	$1,107.95	$1,394.10	
36543	$1,291.10	$1,624.60	
36546	$691.40	$996.20	
36549	$833.10	$1,200.10	
36552	$741.50	$1,068.00	
36558	$649.80	$935.90	
36561	$172.50	$216.90	
36564	$924.70	$1,163.50	
36567	$1,016.30	$1,464.00	
36570	$1,291.10	$1,860.10	
36573	$924.70	$1,332.10	
36576	$1,157.85	$1,668.10	
36579	$741.50	$933.10	
36585	$741.50	$933.10	
36588	$924.70	$1,163.50	
36591	$1,107.95	$1,394.10	
36594	$924.70	$1,163.50	
36597	$924.70	$1,163.50	
36600	$1,107.95	$1,394.10	
36603	$1,291.10	$1,628.70	
36604	$267.65	$336.60	
36605	$690.70	$934.80	
36606	$2,315.80	$2,921.20	
36607	$690.70	$934.80	
36608	$267.65	$362.00	
36609	$741.50	$1,068.00	
36612	$649.80	$935.90	
36615	$741.50	$1,068.00	
36618	$649.80	$935.90	
36621	$464.50	$669.10	
36624	$558.10	$702.30	
36627	$691.40	$870.10	
36630	$341.50	$429.80	
36633	$741.50	$933.10	
36636	$399.90	$503.30	
36639	$833.10	$1,050.90	
36642	$416.45	$525.10	
36645	$1,066.30	$1,536.10	
36648	$949.60	$1,368.20	
36649	$267.65	$336.60	
36650	$149.70	$202.80	
36652	$649.80	$833.80	
36654	$833.10	$1,069.30	
36656	$1,066.30	$1,368.50	
36658	$526.40	$713.00	
36660	$255.45	$345.80	
36662	$610.30	$826.50	
36663	$660.95	$894.50	
36664	$593.55	$803.50	
36665	$125.40	$169.60	
36666	$334.00	$452.00	
36667	$156.30	$211.40	
36668	$156.30	$211.40	
36800	$27.60	$39.70	
36803	$466.35	$641.90	
36806	$649.80	$894.50	
36809	$833.10	$1,200.10	
36811	$323.40	$406.70	
36812	$166.70	$240.30	
36815	$237.90	$299.50	
36818	$276.60	$380.80	
36821	$323.20	$444.90	
36824	$213.15	$293.20	
36825	$581.30	$731.70	
36827	$229.85	$316.70	
36830	$203.25	$256.40	
36833	$276.60	$380.80	
36836	$229.85	$316.70	
36840	$323.20	$406.80	
36842	$325.20	$409.20	
36845	$691.40	$872.20	
36848	$229.85	$289.30	
36851	$229.85	$289.30	
36854	$466.35	$641.90	
36857	$366.45	$527.90	
36860	$166.70	$209.90	
36863	$466.35	$641.90	
37000	$741.50	$1,020.80	
37004	$649.80	$817.80	
37008	$416.45	$600.00	
37011	$93.35	$134.40	
37014	$1,066.30	$1,341.50	
37020	$741.50	$933.10	
37023	$416.45	$523.90	
37026	$416.45	$523.90	
37029	$924.70	$1,332.10	
37038	$691.75	$870.40	
37041	$46.60	$55.10	
37042	$911.30	$1,312.70	
37043	$674.50	$1,000.40	
37044	$691.75	$996.60	
37045	$1,428.75	$1,797.70	
37047	$1,666.05	$2,101.40	
37050	$741.50	$935.30	
37053	$856.70	$1,080.90	
37200	$1,016.30	$1,464.00	
37201	$828.85	$1,121.90	
37202	$416.05	$563.20	
37203	$1,042.15	$1,434.60	
37206	$558.10	$804.00	
37207	$866.45	$1,248.30	
37208	$416.05	$455.40	
37209	$1,291.10	$1,628.70	
37210	$1,593.40	$2,295.80	
37211	$1,935.20	$2,788.20	
37212	$276.60	$398.50	
37215	$416.45	$523.90	
37217	$138.30	$199.30	
37218	$138.30	$199.30	
37219	$280.85	$354.40	
37220	$1,044.20	$1,440.00	
37221	$466.35	$588.20	
37223	$206.25	$260.10	
37224	$323.20	$437.60	
37227	$565.85	$766.00	
37230	$1,042.15	$1,410.40	
37233	$558.10	$755.50	
37245	$1,262.15	$1,708.90	
37300	$46.60	$67.20	
37303	$74.05	$93.10	
37306	$649.80	$817.80	
37309	$924.70	$1,163.50	
37315	$138.30	$174.50	
37318	$276.60	$398.50	
37321	$93.35	$134.40	
37324	$229.85	$331.10	
37327	$323.20	$465.40	
37330	$649.80	$817.80	
37333	$558.10	$702.30	
37336	$741.50	$933.10	
37339	$239.85	$345.50	
37340	$425.00	$612.20	
37341	$911.30	$1,312.70	
37342	$833.10	$1,200.10	
37343	$1,391.15	$2,003.80	
37345	$691.40	$996.20	
37348	$691.40	$996.20	
37351	$276.60	$348.60	
37354	$323.20	$407.80	
37369	$186.60	$268.60	
37372	$466.35	$672.00	
37375	$1,157.85	$1,668.10	
37381	$741.50	$933.10	
37384	$1,157.85	$1,668.10	
37387	$323.20	$465.40	
37390	$924.70	$1,332.10	
37393	$229.85	$331.10	
37396	$741.50	$1,068.00	
37402	$466.35	$586.90	
37405	$924.70	$1,332.10	
37408	$466.35	$672.00	
37411	$924.70	$1,332.10	
37415	$46.60	$67.20	
37417	$558.10	$804.00	
37418	$741.50	$1,067.90	
37420	$366.45	$527.90	
37423	$924.70	$1,332.10	
37426	$974.55	$1,226.50	
37429	$323.20	$406.40	
37432	$924.70	$1,166.40	
37435	$93.35	$134.40	
37438	$276.60	$398.50	
37444	$999.65	$1,439.90	
37601	$276.60	$380.80	
37604	$276.60	$398.50	
37605	$373.45	$505.40	
37606	$554.55	$750.60	
37607	$924.70	$1,272.80	
37610	$1,391.15	$1,914.90	
37613	$276.60	$380.80	
37616	$691.40	$952.00	
37619	$276.60	$380.80	
37622	$193.20	$278.40	
37623	$229.85	$331.10	
37800	$521.25	$750.90	
37803	$521.25	$750.90	
37806	$602.25	$759.90	
37809	$602.25	$759.90	
37812	$556.00	$765.20	
37815	$92.75	$127.90	
37818	$491.45	$708.10	
37821	$833.10	$1,200.10	
37824	$1,158.30	$1,668.70	
37827	$533.60	$768.60	
37830	$691.40	$996.20	
37833	$329.95	$475.40	
37836	$695.00	$1,001.50	
37839	$787.60	$1,134.70	
37842	$1,529.10	$2,203.00	
37845	$695.00	$1,001.50	
37848	$1,251.05	$1,802.20	
37851	$926.80	$1,335.00	
37854	$366.45	$527.90	
38200	$445.40	$558.90	
38203	$531.55	$766.00	
38206	$642.65	$808.80	
38209	$825.15	$1,038.40	
38212	$1,372.45	$1,727.10	
38213	$408.70	$514.00	
38215	$354.90	$457.80	
38218	$532.25	$788.00	
38220	$177.40	$233.00	
38222	$354.90	$466.20	
38225	$532.35	$696.20	
38228	$709.90	$928.50	
38231	$887.25	$1,160.40	
38234	$709.75	$928.40	
38237	$887.20	$1,160.40	
38240	$1,064.60	$1,392.60	
38241	$469.70	$612.90	
38243	$443.60	$577.20	
38246	$887.20	$1,160.40	
38256	$267.25	$336.20	
38270	$912.30	$1,148.00	
38272	$912.30	$1,247.40	
38273	$912.30	$1,193.30	
38274	$912.30	$1,193.30	
38275	$298.20	$391.60	
38285	$192.90	$245.30	
38286	$173.75	$220.90	
38287	$2,098.45	$2,727.60	
38290	$2,671.95	$3,473.00	
38293	$2,868.05	$3,727.60	
38300	$515.35	$677.20	
38303	$660.80	$868.10	
38306	$762.35	$1,082.10	
38309	$885.45	$1,163.50	
38312	$1,132.35	$1,488.20	
38315	$1,215.85	$1,597.60	
38318	$1,586.35	$2,084.50	
38350	$638.65	$803.70	
38353	$255.45	$331.90	
38356	$837.35	$1,050.80	
38358	$2,868.05	$3,645.40	
38359	$133.55	$167.80	
38362	$384.95	$505.50	
38365	$255.45	$354.40	
38368	$1,224.60	$1,697.80	
38371	$287.85	$399.00	
38384	$1,052.65	$1,459.50	
38387	$287.85	$399.00	
38390	$1,052.65	$1,516.40	
38393	$287.85	$414.40	
38415	$399.35	$502.70	
38418	$958.40	$1,257.80	
38421	$1,532.00	$1,991.00	
38424	$958.40	$1,245.70	
38427	$1,183.40	$1,489.50	
38430	$609.90	$767.50	
38436	$249.75	$279.50	
38438	$1,532.00	$2,010.80	
38440	$1,147.20	$1,505.80	
38441	$1,815.20	$2,284.20	
38446	$1,183.40	$1,553.30	
38447	$1,532.00	$2,010.80	
38448	$363.05	$476.60	
38449	$2,143.20	$3,087.60	
38450	$856.65	$1,234.00	
38452	$573.70	$753.10	
38453	$1,720.90	$2,165.30	
38455	$2,327.70	$2,929.00	
38456	$1,532.00	$1,922.80	
38457	$1,430.25	$1,795.00	
38458	$762.35	$956.80	
38460	$275.40	$396.50	
38462	$326.45	$410.90	
38464	$354.80	$446.80	
38466	$958.00	$1,205.50	
38468	$1,476.15	$1,857.70	
38469	$1,720.90	$2,165.30	
38470	$958.40	$1,230.30	
38473	$573.70	$736.10	
38475	$831.75	$1,198.00	
38477	$2,003.35	$2,886.30	
38478	$970.40	$1,398.20	
38480	$2,003.35	$2,886.30	
38481	$2,280.65	$3,285.70	
38483	$1,720.90	$2,479.30	
38485	$817.10	$1,177.20	
38487	$1,720.90	$2,479.30	
38488	$1,909.60	$2,750.90	
38489	$2,271.05	$3,271.80	
38490	$554.55	$728.20	
38493	$1,957.60	$2,570.00	
38496	$623.95	$898.80	
38497	$2,047.60	$2,687.50	
38498	$2,047.60	$2,748.70	
38500	$2,200.00	$3,169.50	
38501	$2,200.00	$3,235.10	
38503	$2,388.70	$3,441.20	
38504	$2,388.70	$3,512.70	
38505	$277.25	$399.50	
38506	$1,626.25	$2,342.60	
38507	$1,909.20	$2,750.20	
38508	$2,388.70	$3,440.90	
38509	$2,388.70	$3,440.90	
38512	$2,098.45	$3,022.50	
38515	$2,671.95	$3,848.80	
38518	$2,868.05	$4,131.10	
38550	$2,146.15	$2,817.20	
38553	$2,719.75	$3,918.30	
38556	$3,104.70	$4,472.70	
38559	$2,531.00	$3,645.60	
38562	$3,104.70	$4,472.10	
38565	$3,482.25	$5,016.00	
38568	$1,862.95	$2,683.40	
38571	$2,051.75	$2,955.30	
38572	$1,987.05	$2,862.30	
38577	$554.55	$798.80	
38588	$416.05	$598.90	
38600	$1,532.00	$2,206.90	
38603	$958.40	$1,380.60	
38609	$479.15	$601.60	
38612	$537.10	$674.30	
38613	$674.05	$846.40	
38615	$1,532.00	$1,922.80	
38618	$1,909.60	$2,396.40	
38621	$762.35	$959.10	
38624	$856.65	$1,078.00	
38627	$669.60	$842.80	
38637	$554.55	$799.00	
38640	$958.40	$1,380.60	
38643	$1,067.40	$1,537.70	
38647	$2,134.50	$3,075.00	
38650	$1,909.60	$2,396.40	
38653	$1,909.60	$2,396.40	
38654	$1,224.60	$1,697.80	
38656	$958.40	$1,257.80	
38670	$1,909.20	$2,505.90	
38673	$2,148.85	$3,095.60	
38677	$2,010.35	$2,896.10	
38680	$2,384.55	$3,435.30	
38700	$1,067.40	$1,343.40	
38703	$1,924.10	$2,525.60	
38706	$1,822.40	$2,392.20	
38709	$2,134.50	$2,801.90	
38712	$2,563.15	$3,364.40	
38715	$1,706.30	$2,239.90	
38718	$2,134.50	$2,801.90	
38721	$1,495.80	$1,963.30	
38724	$2,134.50	$3,075.00	
38727	$1,495.80	$2,155.00	
38730	$2,134.50	$3,077.10	
38733	$1,495.80	$1,882.20	
38736	$2,134.50	$3,077.10	
38739	$1,924.10	$2,421.20	
38742	$1,924.10	$2,771.80	
38745	$2,134.50	$3,077.10	
38748	$2,134.50	$3,077.10	
38751	$2,134.50	$3,077.10	
38754	$2,671.95	$3,362.30	
38757	$2,134.50	$3,077.10	
38760	$2,134.50	$3,077.10	
38763	$2,134.50	$3,077.10	
38766	$2,134.50	$3,077.10	
38800	$38.50	$48.30	
38803	$76.90	$96.80	
38806	$133.55	$167.80	
38809	$164.55	$206.60	
38812	$209.15	$263.20	
39000	$75.30	$103.90	
39003	$85.65	$118.30	
39006	$159.40	$220.30	
39009	$59.35	$81.90	
39012	$237.60	$346.60	
39013	$109.15	$150.60	
39015	$376.00	$519.10	
39018	$376.00	$519.10	
39100	$237.60	$327.90	
39106	$1,188.20	$1,639.40	
39109	$443.70	$611.90	
39112	$1,541.50	$2,249.70	
39115	$75.30	$110.00	
39118	$297.85	$434.70	
39121	$631.75	$921.70	
39124	$1,616.80	$2,359.10	
39125	$298.05	$411.20	
39126	$361.90	$499.40	
39127	$473.65	$653.70	
39128	$659.95	$910.50	
39130	$674.15	$954.60	
39131	$127.80	$176.00	
39133	$159.40	$220.30	
39134	$340.60	$496.70	
39135	$159.40	$223.70	
39136	$159.40	$220.30	
39137	$605.35	$849.60	
39138	$674.15	$946.30	
39139	$905.10	$1,313.60	
39140	$292.85	$427.40	
39300	$353.35	$487.50	
39303	$466.10	$643.10	
39306	$676.80	$933.60	
39309	$714.35	$985.50	
39312	$398.55	$581.50	
39315	$1,030.20	$1,503.30	
39318	$639.20	$932.60	
39321	$473.65	$691.20	
39323	$276.80	$381.90	
39324	$276.80	$381.90	
39327	$473.75	$653.80	
39330	$276.80	$404.00	
39331	$276.80	$404.00	
39333	$398.55	$549.70	
39500	$1,270.90	$1,753.50	
39503	$955.00	$1,317.90	
39600	$473.65	$653.70	
39603	$1,195.70	$1,649.50	
39606	$797.10	$1,100.10	
39609	$955.00	$1,317.90	
39612	$1,120.45	$1,546.00	
39615	$1,195.70	$1,649.50	
39640	$3,031.65	$4,183.00	
39642	$3,187.25	$4,397.60	
39646	$3,653.60	$5,041.00	
39650	$2,642.95	$3,646.90	
39653	$4,703.15	$6,489.00	
39654	$3,420.50	$4,719.20	
39656	$2,565.30	$3,539.70	
39658	$3,031.65	$4,424.20	
39660	$3,031.65	$4,183.00	
39662	$3,031.65	$4,183.00	
39700	$556.60	$767.90	
39703	$519.00	$716.00	
39706	$1,112.85	$1,535.60	
39709	$1,586.75	$2,189.30	
39712	$2,865.00	$3,953.00	
39715	$1,985.30	$2,738.90	
39718	$872.30	$1,203.60	
39721	$797.10	$1,100.10	
39800	$2,857.55	$3,942.90	
39803	$2,857.55	$3,942.90	
39806	$1,285.75	$1,774.10	
39812	$631.75	$871.70	
39815	$1,827.25	$2,521.00	
39818	$1,827.25	$2,521.00	
39821	$2,169.75	$2,993.70	
39900	$519.00	$716.00	
39903	$1,586.75	$2,189.30	
39906	$797.10	$1,100.10	
40000	$917.40	$1,265.90	
40003	$917.40	$1,338.80	
40006	$721.95	$996.00	
40009	$526.40	$726.30	
40012	$1,030.20	$1,421.50	
40015	$638.65	$881.10	
40018	$159.40	$220.30	
40100	$691.75	$954.50	
40103	$1,015.25	$1,400.70	
40106	$1,030.20	$1,421.50	
40109	$1,112.85	$1,535.60	
40112	$1,428.75	$1,971.20	
40115	$721.95	$1,053.60	
40118	$955.00	$1,393.50	
40300	$955.00	$1,393.50	
40301	$958.00	$1,398.00	
40303	$1,090.35	$1,591.20	
40306	$1,436.30	$1,981.40	
40309	$1,090.35	$1,504.30	
40312	$1,466.30	$2,023.20	
40315	$1,586.75	$2,189.30	
40316	$2,079.75	$2,869.30	
40318	$1,985.30	$2,738.90	
40321	$1,090.35	$1,591.20	
40324	$639.20	$932.60	
40327	$639.20	$932.60	
40330	$955.00	$1,393.50	
40331	$955.00	$1,393.50	
40332	$1,558.30	$2,274.20	
40333	$797.10	$1,163.40	
40334	$1,053.90	$1,537.80	
40335	$1,935.60	$2,824.70	
40336	$315.90	$460.90	
40339	$1,586.75	$2,315.60	
40342	$1,466.30	$2,139.70	
40345	$1,365.00	$1,882.90	
40348	$1,733.10	$2,391.30	
40351	$1,733.10	$2,391.30	
40600	$955.00	$1,393.50	
40700	$1,744.65	$2,546.10	
40703	$1,466.30	$2,023.20	
40706	$2,143.10	$2,956.90	
40709	$519.00	$716.00	
40712	$1,045.20	$1,442.10	
40800	$638.65	$881.10	
40801	$1,745.80	$2,547.60	
40803	$1,195.70	$1,649.50	
40850	$2,264.45	$3,178.20	
40851	$3,963.00	$5,561.40	
40852	$340.60	$478.10	
40854	$526.40	$738.80	
40856	$255.45	$358.40	
40858	$526.40	$738.80	
40860	$2,022.70	$2,838.60	
40862	$189.70	$266.20	
40903	$554.55	$765.10	
40905	$601.70	$844.40	
41500	$82.50	$124.20	
41503	$238.80	$359.10	
41506	$144.00	$205.80	
41509	$162.95	$232.90	
41512	$585.90	$836.70	
41515	$384.55	$549.20	
41518	$928.75	$1,326.20	
41521	$988.85	$1,412.00	
41524	$285.70	$408.10	
41527	$587.60	$884.20	
41530	$957.30	$1,366.70	
41533	$1,144.30	$1,634.20	
41536	$1,281.70	$1,928.60	
41539	$1,089.90	$1,640.00	
41542	$1,194.25	$1,796.90	
41545	$521.25	$744.50	
41548	$691.75	$1,041.30	
41551	$1,593.05	$2,274.80	
41554	$1,876.95	$2,680.00	
41557	$1,089.90	$1,556.20	
41560	$1,194.25	$1,796.90	
41563	$1,478.40	$2,224.70	
41564	$1,911.80	$2,876.80	
41566	$1,089.90	$1,640.00	
41569	$1,194.25	$1,796.90	
41572	$1,033.20	$1,554.50	
41575	$2,435.70	$3,477.90	
41576	$3,653.60	$5,216.50	
41578	$2,435.70	$3,477.90	
41579	$1,826.75	$2,608.30	
41581	$2,801.55	$4,000.00	
41584	$1,922.65	$2,745.20	
41587	$2,618.60	$3,738.90	
41590	$1,194.25	$1,705.50	
41593	$1,556.50	$2,222.50	
41596	$1,739.50	$2,483.80	
41599	$1,739.50	$2,483.80	
41603	$503.85	$729.40	
41604	$186.50	$270.00	
41608	$1,089.90	$1,640.00	
41611	$701.30	$1,055.20	
41614	$1,089.90	$1,556.20	
41615	$1,089.90	$1,556.20	
41617	$1,895.20	$2,706.00	
41620	$824.55	$1,177.50	
41623	$1,194.25	$1,705.50	
41626	$144.00	$205.80	
41629	$521.25	$784.60	
41632	$238.80	$359.10	
41635	$1,144.30	$1,634.20	
41638	$1,428.35	$2,039.40	
41641	$47.45	$67.70	
41644	$142.80	$215.00	
41647	$109.90	$157.20	
41650	$109.90	$157.20	
41653	$71.95	$102.90	
41656	$122.85	$175.40	
41659	$77.55	$110.60	
41662	$82.50	$117.80	
41665	$172.50	$259.40	
41668	$219.95	$330.60	
41671	$483.25	$727.30	
41672	$602.85	$860.80	
41674	$100.50	$150.90	
41677	$90.00	$128.50	
41680	$162.95	$232.90	
41683	$117.20	$167.30	
41686	$71.95	$102.90	
41689	$136.50	$205.30	
41692	$178.05	$268.00	
41695	$100.00	$142.60	
41698	$32.55	$46.50	
41701	$91.90	$131.10	
41704	$36.30	$47.40	
41707	$448.55	$640.70	
41710	$521.25	$744.50	
41713	$606.50	$865.80	
41716	$295.70	$445.00	
41719	$117.55	$167.90	
41722	$587.60	$838.90	
41725	$448.55	$640.70	
41728	$897.30	$1,281.00	
41729	$568.65	$812.00	
41731	$777.10	$1,109.80	
41734	$1,014.05	$1,447.70	
41737	$483.25	$727.30	
41740	$58.80	$83.80	
41743	$337.45	$482.00	
41746	$777.10	$1,109.80	
41749	$606.50	$865.80	
41752	$295.70	$445.00	
41755	$46.50	$70.10	
41758	$117.55	$177.00	
41761	$122.85	$184.80	
41764	$122.85	$175.40	
41767	$737.00	$1,052.10	
41770	$701.30	$1,055.20	
41773	$587.60	$838.90	
41776	$585.90	$836.70	
41779	$701.30	$1,001.30	
41782	$952.10	$1,359.50	
41785	$1,181.15	$1,686.70	
41786	$737.00	$1,108.90	
41787	$568.65	$855.80	
41788	$219.95	$330.60	
41789	$295.70	$421.80	
41792	$276.80	$395.30	
41793	$371.50	$558.70	
41796	$113.70	$171.30	
41797	$144.00	$205.80	
41800	$117.55	$167.90	
41801	$162.95	$232.90	
41804	$90.00	$135.50	
41807	$70.10	$100.20	
41810	$35.60	$51.10	
41813	$356.35	$508.80	
41816	$185.60	$265.10	
41819	$348.95	$498.40	
41820	$418.75	$595.10	
41822	$238.80	$341.30	
41825	$356.35	$508.80	
41828	$52.20	$74.40	
41831	$357.00	$509.70	
41832	$228.50	$326.00	
41834	$1,289.15	$1,939.80	
41837	$1,236.05	$1,859.90	
41840	$1,519.80	$2,286.80	
41843	$1,336.45	$1,908.40	
41846	$185.60	$265.10	
41849	$272.90	$389.60	
41852	$295.70	$421.80	
41855	$288.20	$411.30	
41858	$494.15	$705.60	
41861	$604.30	$862.70	
41864	$407.50	$582.20	
41867	$613.40	$875.90	
41868	$388.70	$555.00	
41870	$454.85	$649.40	
41873	$587.60	$838.90	
41876	$587.60	$838.90	
41879	$952.10	$1,432.50	
41880	$254.15	$362.80	
41881	$401.75	$573.50	
41884	$91.05	$130.00	
41885	$287.90	$410.90	
41886	$178.05	$254.40	
41889	$178.05	$254.40	
41892	$235.05	$335.70	
41895	$367.75	$525.10	
41898	$256.95	$366.90	
41901	$604.30	$862.70	
41904	$246.50	$351.80	
41905	$453.35	$647.50	
41907	$122.85	$175.40	
41910	$390.25	$557.40	
42503	$102.50	$121.20	
42506	$481.25	$605.90	
42509	$609.05	$766.50	
42510	$702.05	$993.10	
42512	$481.25	$680.90	
42515	$609.05	$861.90	
42518	$353.35	$500.00	
42521	$1,203.20	$1,702.70	
42524	$204.60	$289.40	
42527	$406.05	$574.60	
42530	$631.75	$894.30	
42533	$406.05	$574.60	
42536	$834.60	$1,050.50	
42539	$1,188.20	$1,495.20	
42542	$503.85	$633.90	
42543	$883.85	$1,250.90	
42545	$1,278.35	$1,808.90	
42548	$759.40	$1,074.50	
42551	$631.75	$894.30	
42554	$737.00	$1,042.80	
42557	$1,030.20	$1,457.90	
42563	$519.00	$734.30	
42569	$1,030.20	$1,457.90	
42572	$117.35	$166.10	
42573	$227.45	$286.10	
42574	$483.25	$683.80	
42575	$82.75	$119.40	
42581	$117.35	$168.90	
42584	$276.80	$391.60	
42587	$51.95	$73.40	
42590	$338.35	$478.60	
42593	$204.60	$289.40	
42596	$503.85	$713.00	
42599	$631.75	$894.30	
42602	$631.75	$894.30	
42605	$466.10	$659.70	
42608	$300.75	$425.70	
42610	$96.25	$136.10	
42611	$144.35	$204.20	
42614	$48.30	$68.60	
42615	$72.25	$85.50	
42617	$136.95	$194.00	
42620	$52.65	$74.40	
42622	$82.75	$117.00	
42623	$699.45	$989.90	
42626	$1,128.05	$1,419.60	
42629	$849.70	$1,069.40	
42632	$117.35	$166.10	
42635	$300.75	$425.70	
42638	$376.00	$541.50	
42641	$488.75	$691.70	
42644	$72.15	$101.80	
42647	$204.60	$289.40	
42650	$72.15	$101.80	
42651	$160.80	$227.20	
42653	$1,307.75	$1,850.70	
42656	$1,669.45	$2,362.20	
42662	$902.30	$1,276.80	
42665	$601.65	$851.10	
42667	$141.95	$200.80	
42668	$75.30	$108.60	
42672	$902.30	$1,246.40	
42673	$451.10	$623.00	
42676	$115.70	$166.50	
42677	$60.95	$88.00	
42680	$300.75	$433.30	
42683	$120.35	$151.50	
42686	$273.65	$387.30	
42689	$117.35	$168.90	
42692	$276.80	$348.40	
42695	$451.10	$638.30	
42698	$594.75	$867.70	
42701	$331.70	$484.00	
42702	$760.65	$1,109.60	
42703	$572.05	$824.10	
42704	$466.10	$659.70	
42707	$797.10	$1,127.90	
42710	$902.30	$1,276.80	
42713	$376.00	$531.80	
42716	$1,195.70	$1,691.90	
42719	$519.00	$653.30	
42725	$1,338.45	$1,894.30	
42731	$1,519.00	$2,149.60	
42734	$300.75	$425.70	
42738	$300.75	$415.80	
42739	$300.75	$415.80	
42740	$300.75	$425.70	
42741	$300.75	$415.70	
42743	$631.75	$894.30	
42744	$300.55	$415.20	
42746	$955.00	$1,351.30	
42749	$1,195.70	$1,691.90	
42752	$1,338.45	$1,894.30	
42755	$165.45	$238.10	
42758	$699.45	$1,007.80	
42761	$519.00	$747.50	
42764	$519.00	$747.50	
42767	$1,090.35	$1,570.90	
42770	$294.80	$417.30	
42773	$902.30	$1,276.80	
42776	$1,338.45	$1,894.30	
42779	$1,669.45	$2,100.80	
42782	$451.10	$567.90	
42783	$451.10	$567.90	
42785	$353.35	$444.70	
42786	$353.35	$444.70	
42788	$353.35	$444.70	
42789	$353.35	$444.70	
42791	$353.35	$444.70	
42792	$353.35	$444.70	
42794	$67.65	$80.40	
42801	$1,049.70	$1,450.70	
42802	$524.70	$725.10	
42805	$586.50	$810.30	
42806	$353.35	$444.70	
42807	$355.80	$447.80	
42808	$355.80	$447.80	
42809	$451.10	$638.30	
42810	$567.70	$714.40	
42811	$451.10	$623.20	
42812	$165.45	$208.30	
42815	$631.75	$795.10	
42818	$586.50	$829.90	
42821	$90.35	$128.00	
42824	$69.90	$98.90	
42833	$586.50	$829.90	
42836	$729.45	$1,050.90	
42839	$699.45	$989.90	
42842	$872.30	$1,234.20	
42845	$189.40	$267.90	
42848	$699.45	$989.90	
42851	$872.30	$1,234.20	
42854	$406.05	$574.60	
42857	$406.05	$574.60	
42860	$902.30	$1,276.80	
42863	$774.55	$1,223.40	
42866	$751.85	$1,064.20	
42869	$549.00	$776.90	
42872	$240.70	$340.70	
43021	$455.05	$629.10	
43022	$546.15	$754.60	
43023	$88.50	$122.30	
43500	$123.35	$183.10	
43503	$204.70	$304.20	
43506	$356.35	$529.40	
43509	$356.35	$529.40	
43512	$356.35	$529.40	
43515	$356.35	$529.40	
43518	$587.60	$873.50	
43521	$464.50	$689.90	
43524	$587.60	$873.50	
43801	$957.30	$1,409.60	
43804	$1,019.25	$1,500.60	
43807	$1,112.00	$1,519.80	
43810	$1,297.35	$1,773.20	
43813	$1,297.35	$1,773.20	
43816	$1,204.60	$1,646.50	
43819	$972.95	$1,329.80	
43822	$972.95	$1,329.80	
43825	$1,112.00	$1,519.80	
